id,park_code,name,full_name,designation,description,street,city,state,zipcode,lat_long,url
6E020F5D-3F97-4A43-88E6-C68254B55F2C,samo,Santa Monica Mountains,Santa Monica Mountains National Recreation Area,National Recreation Area,"Hidden in plain sight from Los Angeles, the Santa Monica Mountains offer easy access to surprisingly wild places. Experience the famous beaches of Malibu or explore more than 500 miles of trails. The park abounds with historical and cultural sites, from old movie ranches to Native American centers. What will you and your family discover?",26876 Mulholland Highway,Calabasas,CA,91302,"lat:34.09777606, long:-118.7708619",https://www.nps.gov/samo/index.htm
3D0F91B3-E847-4F75-9028-D26D269438F5,sara,Saratoga,Saratoga National Historical Park,National Historical Park,"Here, in 1777, during the American War for Independence, American troops battled and beat a British invasion force, marking the first time in world history that a British Army ever surrendered. This crucial victory secured essential foreign recognition and support, instigated world-wide wars, affirmed United States independence, and changed the face of the world.",648 Route 32,Stillwater,NY,12170,"lat:42.99522612, long:-73.63386108",https://www.nps.gov/sara/index.htm
A83EFD38-9FCF-4996-A957-FE416A8C6B6D,sair,Saugus Iron Works,Saugus Iron Works National Historic Site,National Historic Site,"In the 1600's, on the banks of the Saugus River, something extraordinary happened. Explore the place where European iron makers brought their special skills to a young Massachusetts colony. This nine-acre National Park includes working waterwheels, forges, mills, an historic 17th century home, and a lush river basin.",Saugus Iron Works National Historic Site,Saugus,MA,01906,"lat:42.46830664, long:-71.0076953",https://www.nps.gov/sair/index.htm
AC80B185-0C91-4CB2-85CD-771FB82E8342,scrv,Schuylkill River Valley,Schuylkill River Valley National Heritage Area,National Heritage Area,"The Schuylkill River Valley National Heritage Area, also known as the Schuylkill River Greenways National Heritage Area, is the birthplace of movements that shaped the nation, fueled its growth, and reclaimed its future. It was along the banks of this river and its tributaries that the American, Industrial, and Environmental Revolutions were born.",140 College Drive,Pottstown,PA,19464,,https://www.nps.gov/scrv/index.htm
48ED0744-7B8A-4FFD-BEFC-C4AC22A7D649,scbl,Scotts Bluff,Scotts Bluff National Monument,National Monument,"Towering 800 feet above the North Platte River, Scotts Bluff has served as a landmark for peoples from Native Americans to emigrants on the Oregon, California and Mormon Trails to modern travelers. Rich with geological and paleontological history as well as human history, there is much to discover while exploring the 3,000 acres of Scotts Bluff National Monument.",190276 Old Oregon Trail,Gering,NE,69341,"lat:41.83464193, long:-103.7071351",https://www.nps.gov/scbl/index.htm
F5676388-94E5-45D2-8A51-344C825F5C12,semo,Selma To Montgomery,Selma To Montgomery National Historic Trail,National Historic Trail,"‏‏‎Established by Congress in 1966, the Selma to Montgomery National Historic Trail commemorates the people, events, and route of the 1965 Voting Rights March in Alabama. Led by Dr. Martin Luther King Jr., Black and White non-violent supporters fought for the right to vote in Central Alabama. Today, you can connect with this history and trace the events of these marches along the 54-mile trail. ‏",7002 U.S. Highway 80 West,White Hall,AL,36040,"lat:32.27082092, long:-86.72823702",https://www.nps.gov/semo/index.htm
7E5A693C-2F63-44FD-B791-31FC8B8B6285,seki,Sequoia & Kings Canyon,Sequoia & Kings Canyon National Parks,National Parks,"This dramatic landscape testifies to nature's size, beauty, and diversity—huge mountains, rugged foothills, deep canyons, vast caverns, and the world's largest trees. The parks lie side by side in the southern Sierra Nevada east of the San Joaquin Valley. Weather varies a lot by season and elevation, which ranges from 1,370' to 14,494'.",47050 Generals Highway,Three Rivers,CA,93271,"lat:36.71277299, long:-118.587429",https://www.nps.gov/seki/index.htm
E991C8BC-C203-4A09-AFD5-87380CF5C387,shen,Shenandoah,Shenandoah National Park,National Park,"Just 75 miles from the bustle of Washington, D.C., Shenandoah National Park is a land bursting with cascading waterfalls, spectacular vistas, fields of wildflowers, and quiet wooded hollows. With over 200,000 acres of protected lands that are haven to deer, songbirds, and black bear, there's so much to explore...and your journey begins right here!",Shenandoah National Park,Luray,VA,22835,"lat:38.49236644, long:-78.46907715",https://www.nps.gov/shen/index.htm
A12F033A-D865-4495-99E7-E132F2893A34,shvb,Shenandoah Valley Battlefields,Shenandoah Valley Battlefields National Historic District,National Historic District,"It's hard to imagine that the now-peaceful beauty of the Shenandoah Valley was once shattered by the Civil War. Today you can take a walk through the Valley's breathtaking landscapes and historic towns, or explore the region’s dramatic Civil War story at historic sites, battlefields, courthouses, cemeteries, walking trails, and museums. You'll find something for everyone here in the Valley.",9386 S. Congress St.,New Market,VA,22844,"lat:38.5846176147461, long:-78.7985458374023",https://www.nps.gov/shvb/index.htm
B6E3A992-3217-4BC0-AC64-A699B45971CA,shil,Shiloh,Shiloh National Military Park,National Military Park,"Visit the sites of the most epic struggle in the Western Theater of the Civil War. Nearly 110,000 American troops clashed in a bloody contest that resulted in 23,746 casualties; more casualties than in all of America's previous wars combined. Explore both the Shiloh and Corinth battlefields to discover the impact of this struggle on the soldiers and on the nation.",1055 Pittsburg Landing Road,Shiloh,TN,38376,"lat:35.13850907, long:-88.3421072",https://www.nps.gov/shil/index.htm
6258CAD9-1932-4A40-8FA1-891C51978345,sitk,Sitka,Sitka National Historical Park,National Historical Park,"On an island amid towering spruce and hemlock, Sitka National Historical Park preserves the site of a battle between invading Russian traders and indigenous Kiks.ádi Tlingit. Park visitors are awed by Tlingit and Haida totem poles standing along the park’s scenic coastal trail, and the restored Russian Bishop’s House speaks of Russia’s little known colonial legacy in North America.",103 Monastery St.,Sitka,AK,99835,"lat:57.04718173, long:-135.3156876",https://www.nps.gov/sitk/index.htm
739AFEBE-BF00-4A3E-A369-85E74F6E6739,slbe,Sleeping Bear Dunes,Sleeping Bear Dunes National Lakeshore,National Lakeshore,"Miles of sand beach, bluffs that tower 450’ above Lake Michigan, lush forests, clear inland lakes, unique flora and fauna make up the natural world of Sleeping Bear Dunes. High dunes afford spectacular views across the lake. An island lighthouse, US Life-Saving Service stations, coastal villages, and picturesque farmsteads reflect the park’s rich maritime, agricultural, and recreational history.",9922 Front Street,Empire,MI,49630,"lat:44.92844962, long:-86.02706591",https://www.nps.gov/slbe/index.htm
8EEAE53D-6DC4-4B2E-8EB2-D28058BDD421,soca,South Carolina,South Carolina National Heritage Corridor,National Heritage Corridor,"Designated in 1996, the South Carolina National Heritage Corridor is committed to promoting and preserving the cultural, natural and historic resources of the state. The corridor stretches across 17 counties from the Appalachian Mountains to the Atlantic Ocean.",The South Carolina National Heritage Corridor,Belton,SC,29627,"lat:33.684154510498, long:-81.5836944580078",https://www.nps.gov/soca/index.htm
E01A7425-C74B-4E71-853D-681AD2FB948A,spar,Springfield Armory,Springfield Armory National Historic Site,National Historic Site,"For nearly two centuries, the US Armed Forces and American industry looked to Springfield Armory for innovative engineering and superior firearms. Springfield Armory National Historic Site commemorates the critical role of the nation’s first armory by preserving and interpreting the world's largest historic US military small arms collection, along with historic archives, buildings, and landscapes.",Springfield Armory National Historic Site,Springfield,MA,01105,"lat:42.1086368, long:-72.57967415",https://www.nps.gov/spar/index.htm
F22ED7C4-DDB8-43F8-AAF2-D474864352DA,stsp,Star-Spangled Banner,Star-Spangled Banner National Historic Trail,National Historic Trail,"For three years the young United States was embroiled in the War of 1812 and the Chesapeake Bay region felt the brunt of it, choked by shipping blockades and ravaged by enemy raids. Through sites and landscapes in Virginia, the District of Columbia, and Maryland, the Trail tells the stories of the events, people, and places that led to the birth of the U.S. national anthem.",2400 East Fort Avenue,Baltimore,MD,21230,"lat:39.2872505188, long:-76.6034317017",https://www.nps.gov/stsp/index.htm
6E3608BE-63AA-4379-A543-97D2FCBF12F1,stli,Statue Of Liberty,Statue Of Liberty National Monument,National Monument,"""The Statue of Liberty Enlightening the World"" was a gift of friendship from the people of France to the United States and is recognized as a universal symbol of freedom and democracy. The Statue of Liberty was dedicated on October 28, 1886. It was designated as a National Monument in 1924. Employees of the National Park Service have been caring for the colossal copper statue since 1933.",Liberty Island,New York,NY,10004,"lat:40.69572149, long:-74.04232397",https://www.nps.gov/stli/index.htm
3BF9BCEE-F6AE-4DEC-8F80-9CD23C0767BE,stea,Steamtown,Steamtown National Historic Site,National Historic Site,"You'd feel heat from the firebox, smell hot steam and oil; you'd hear the whistle, feel the ground vibrate, and watch as one-ton drive rods turned steel wheels. Remember the sound of ""chuff-chuff"" from the smokestack? Today, you can learn the history of steam railroad transportation, and the people who built, repaired and rode, as we work to preserve a special era in America's industrial history!",Lackawanna Ave at Cliff St,Scranton,PA,18503,"lat:41.40757521, long:-75.67037255",https://www.nps.gov/stea/index.htm
89157226-8474-4BAE-B471-F1730993A468,stri,Stones River,Stones River National Battlefield,National Battlefield,"The Battle of Stones River began on the last day of 1862 and was one of the bloodiest conflicts of the Civil War. The battle produced important military and political gains for the Union, and it changed forever the people who lived and fought here.",1563 North Thompson Lane,Murfreesboro,TN,37129,"lat:35.87608652, long:-86.43078399",https://www.nps.gov/stri/index.htm
E65E7D88-D280-4B41-B700-BF1DC219BA38,ston,Stonewall,Stonewall National Monument,National Monument,"Before the 1960s almost everything about living openly as a lesbian, gay, bisexual, transgender, or queer (LGBTQ) person was illegal. New York City laws against homosexual activities were particularly harsh. The Stonewall Uprising on June 28, 1969 is a milestone in the quest for LGBTQ civil rights and provided momentum for a movement.","Intersection of Christopher, Grove, and Fourth Streets.",New York,NY,10014,"lat:40.7337799072266, long:-74.0006866455078",https://www.nps.gov/ston/index.htm
